,STN---,WBAN,YEARMODA,TEMP,DEWP,SLP,STP,VISIB,WDSP,MXSPD,GUST,MAX,MIN,PRCP,SNDP,FRSHTT
75,8403,99999,20140317,90.4,60.3,1011.0,9999.9,6.2,0.9,4.1,999.9,106.9*,76.3*,99.99,999.9,10000
76,8403,99999,20140318,92.8,52.8,1010.6,9999.9,6.2,0.6,4.1,999.9,107.2*,79.0*,0.00I,999.9,0
77,8403,99999,20140319,91.8,46.5,1009.9,9999.9,6.2,0.6,2.9,999.9,109.0*,77.7*,0.00I,999.9,0
78,8403,99999,20140320,91.2,47.0,1009.6,9999.9,6.0,0.8,5.1,999.9,109.8*,75.0*,0.00I,999.9,0
79,11160,99999,20140101,41.9,30.3,1003.7,1001.7,999.9,6.9,13.6,21.0,45.0,39.2*,0.00I,999.9,0
80,11160,99999,20140102,41.6,26.3,999.7,997.6,6.2,9.4,15.9,27.0,44.6*,38.3*,0.00I,999.9,0
81,11160,99999,20140103,43.6,29.8,995.8,993.8,6.2,8.0,11.7,25.1,45.1*,40.5,99.99,999.9,10000
82,11160,99999,20140104,44.0,29.1,992.5,990.5,6.2,9.6,15.5,27.0,46.4*,42.1*,0.00I,999.9,0
83,11160,99999,20140105,41.8,31.4,998.3,996.3,999.9,6.5,12.0,21.0,48.2*,35.6*,0.00I,999.9,0
84,11160,99999,20140106,45.6,25.5,996.1,994.1,6.2,12.4,21.0,44.1,50.0*,39.0,0.00I,999.9,0
85,11160,99999,20140107,39.7,28.8,989.9,987.9,999.9,4.1,9.7,999.9,43.5,33.6,0.00I,999.9,0
86,11160,99999,20140108,38.2,34.1,993.3,991.3,6.2,5.4,12.0,999.9,41.2*,33.8*,99.99,999.9,10000
87,11160,99999,20140109,31.7,25.0,998.3,996.3,6.2,7.1,12.0,21.0,35.2*,25.3*,0.00I,999.9,0
88,11160,99999,20140110,21.2,6.9,1003.8,1001.7,6.2,10.1,15.9,24.1,25.2*,17.6*,0.00I,999.9,0
89,11160,99999,20140111,18.8,0.2,1010.3,1008.1,999.9,9.7,17.5,26.0,21.2*,17.4,0.00I,999.9,0
90,11160,99999,20140112,18.1,2.6,1017.1,1014.9,999.9,8.4,11.7,999.9,19.9,15.8*,0.00I,999.9,0
91,11160,99999,20140113,20.4,-2.6,1019.5,1017.3,999.9,8.5,17.1,28.9,23.4,16.5,0.00I,999.9,0
92,11160,99999,20140114,20.2,2.7,1017.2,1015.1,999.9,7.5,15.5,25.1,23.9,17.6,0.00I,999.9,0
93,11160,99999,20140115,22.9,2.8,1018.6,1016.4,999.9,7.5,15.9,32.1,26.8,17.4,0.00I,999.9,0
94,11160,99999,20140116,22.8,3.1,1019.3,1017.2,999.9,11.1,23.3,45.1,25.0*,19.4,0.00I,999.9,0
95,11160,99999,20140117,20.9,2.3,1019.5,1017.4,999.9,10.1,19.0,36.9,24.8*,17.6*,0.00I,999.9,0
96,11160,99999,20140118,22.4,3.4,1022.6,1020.4,999.9,11.6,15.9,31.1,25.5*,19.4*,0.00I,999.9,0
97,11160,99999,20140119,24.9,4.3,1023.8,1021.7,999.9,7.5,13.0,25.1,28.4,21.9*,0.00I,999.9,0
98,11160,99999,20140120,21.7,5.6,1022.7,1020.5,999.9,2.9,6.0,999.9,27.1*,17.6*,0.00I,999.9,0
99,11160,99999,20140121,26.7,4.9,1021.0,1018.9,999.9,3.4,7.8,999.9,30.2,17.2,0.00I,999.9,0
100,11160,99999,20140122,25.0,0.3,1020.0,1017.9,999.9,3.7,7.8,999.9,30.6*,19.4*,0.00I,999.9,0
101,11160,99999,20140123,25.4,5.3,1017.8,1015.7,999.9,3.7,7.0,999.9,29.5,19.4,0.00I,999.9,0
102,11160,99999,20140124,28.4,5.1,1018.4,1016.3,999.9,4.2,9.9,999.9,35.1*,24.8*,0.00I,999.9,0
103,11160,99999,20140125,32.6,4.0,1010.2,1008.1,999.9,5.6,13.6,28.0,36.7*,25.2,0.00I,999.9,0
104,11160,99999,20140126,29.6,9.7,1011.7,1009.6,999.9,4.9,9.7,17.1,33.1*,24.8*,0.00I,999.9,0
105,11160,99999,20140127,27.9,4.3,1013.5,1011.4,999.9,13.5,21.4,35.0,32.0*,23.0*,0.00I,999.9,0
106,11160,99999,20140128,29.0,6.4,1017.5,1015.4,6.2,12.8,22.0,40.0,33.1,26.2,0.00I,999.9,0
107,11160,99999,20140129,35.2,8.7,1023.5,1021.4,999.9,8.0,17.5,21.0,39.7,28.6,0.00I,999.9,0
108,11160,99999,20140130,29.7,8.2,1023.7,1021.6,999.9,7.5,13.0,26.0,32.4*,26.6*,99.99,999.9,1000
109,11160,99999,20140131,30.6,15.0,1018.3,1016.2,6.2,7.9,12.0,22.9,34.5,26.1,99.99,999.9,1000
110,11160,99999,20140201,28.2,12.0,1003.8,1001.7,999.9,7.8,14.0,29.9,34.2*,25.3*,0.00I,999.9,0
111,11160,99999,20140202,41.1,23.7,996.7,994.7,999.9,12.4,20.0,33.0,46.4*,25.5,0.00I,999.9,0
112,11160,99999,20140203,44.2,31.4,1004.8,1002.7,6.2,15.0,23.3,41.0,48.2*,39.2*,99.99,999.9,10000
113,11160,99999,20140204,42.0,25.8,1010.9,1008.9,999.9,6.7,12.0,18.1,48.2*,34.2,0.00I,999.9,0
114,11160,99999,20140205,35.7,23.6,1004.1,1002.1,999.9,2.4,6.0,999.9,39.6*,24.8*,0.00I,999.9,0
115,11160,99999,20140206,34.1,23.8,997.7,995.7,999.9,3.3,12.0,21.0,41.0*,27.1,0.00I,999.9,0
116,11160,99999,20140207,36.9,23.7,989.5,987.5,999.9,4.7,9.7,999.9,39.6*,32.0*,0.00I,999.9,0
117,11160,99999,20140208,38.3,28.5,983.1,981.1,6.2,7.2,15.0,25.1,40.6*,31.6,99.99,999.9,11000
118,11160,99999,20140209,41.6,26.4,980.9,978.9,999.9,7.9,14.0,24.1,43.0,37.9,0.00I,999.9,0
119,11160,99999,20140210,43.4,28.4,983.4,981.5,6.2,10.5,15.5,32.1,46.0,40.6,99.99,999.9,10000
120,11160,99999,20140211,41.1,27.8,993.2,991.1,999.9,4.8,11.7,15.9,46.8,32.0*,0.00I,999.9,0
121,11160,99999,20140212,38.1,22.8,994.9,992.9,6.2,7.2,15.0,28.0,41.4,31.6,0.00I,999.9,0
122,11160,99999,20140213,37.1,22.1,989.8,987.8,6.2,10.0,15.9,32.1,39.2*,31.8,99.99,999.9,11000
123,11160,99999,20140214,40.7,25.0,988.8,986.8,6.2,7.5,12.0,22.9,44.6,37.6,0.00I,999.9,0
124,11160,99999,20140215,40.6,25.5,987.7,985.7,6.2,10.9,17.5,29.9,42.8,38.1*,0.00I,999.9,0
125,11160,99999,20140216,38.9,30.2,978.2,976.2,6.2,8.9,14.0,22.0,42.3,35.4,99.99,999.9,10000
126,11160,99999,20140217,38.1,34.3,988.7,986.7,6.2,3.0,7.8,999.9,40.5*,33.1,99.99,999.9,10000
127,11160,99999,20140218,37.0,31.1,1001.9,999.9,6.2,6.6,14.0,999.9,39.2*,33.1*,0.00I,999.9,0
128,11160,99999,20140219,31.9,22.1,1009.1,1007.0,6.2,3.5,7.0,999.9,36.9,27.9,0.00I,999.9,0
129,11160,99999,20140220,30.0,18.4,1007.8,1005.7,6.2,6.5,15.5,25.1,34.7,24.1,0.00I,999.9,0
130,11160,99999,20140221,32.3,19.4,996.4,994.4,6.1,10.3,21.0,35.9,38.8*,27.7,99.99,999.9,11000
131,11160,99999,20140222,39.9,24.7,988.8,986.8,6.2,8.6,18.1,28.0,46.4*,32.2,0.00I,999.9,0
132,11160,99999,20140223,41.8,36.0,989.2,987.2,6.2,17.7,25.3,32.1,46.4*,32.0,99.99,999.9,10000
133,11160,99999,20140224,44.3,38.5,988.7,986.8,6.2,14.9,26.0,38.1,49.1,39.2*,99.99,999.9,10000
134,11160,99999,20140225,42.3,36.9,1001.3,999.3,6.2,10.9,23.3,28.9,48.2*,37.4*,99.99,999.9,10000
135,11160,99999,20140226,43.6,28.7,1010.8,1008.8,999.9,6.2,9.9,20.0,48.4,37.9,0.00I,999.9,0
136,11160,99999,20140227,43.1,29.2,1009.3,1007.3,6.2,6.4,13.6,27.0,45.5,38.3*,0.00I,999.9,0
137,11160,99999,20140228,41.0,26.6,1007.5,1005.5,6.2,6.2,12.0,22.9,43.0*,35.6*,0.00I,999.9,0
138,11160,99999,20140301,39.6,27.6,1006.2,1004.2,999.9,4.5,9.9,22.9,44.6*,32.5,0.00I,999.9,0
139,11160,99999,20140302,37.2,25.9,1004.4,1002.3,6.2,3.8,7.8,999.9,42.8*,32.0*,0.00I,999.9,0
140,11160,99999,20140303,36.4,23.8,1002.6,1000.6,999.9,3.8,8.0,999.9,43.7,30.2*,0.00I,999.9,0
141,11160,99999,20140304,36.7,25.3,1006.2,1004.1,999.9,3.7,8.0,999.9,43.3,29.5,0.00I,999.9,0
142,11160,99999,20140305,42.7,28.0,1008.3,1006.3,6.2,9.7,17.5,33.0,47.5,35.1,99.99,999.9,10000
143,11160,99999,20140306,43.0,34.5,1005.1,1003.1,6.2,19.3,31.1,40.0,46.4*,39.2*,99.99,999.9,10000
144,11160,99999,20140307,41.0,35.6,1000.6,998.5,6.2,13.2,34.0,45.1,46.4*,35.6*,99.99,999.9,10000
145,11160,99999,20140308,40.5,32.2,1001.8,999.7,6.2,17.7,35.0,35.9,43.0,36.9*,99.99,999.9,11000
146,11160,99999,20140309,43.3,38.3,998.0,996.0,6.2,26.5,35.0,52.1,46.4*,38.7,99.99,999.9,10000
147,11160,99999,20140310,41.4,34.6,1006.1,1004.0,6.2,19.8,33.0,51.1,44.2,37.8,99.99,999.9,10000
148,11160,99999,20140311,40.9,38.1,1023.4,1021.3,4.6,15.1,25.1,35.0,44.6*,36.5*,99.99,999.9,10000
149,11160,99999,20140312,43.4,42.1,1017.0,1014.9,3.6,16.6,25.3,33.0,44.6*,39.2*,99.99,999.9,10000
150,11160,99999,20140313,42.3,37.5,1008.4,1006.4,4.5,19.8,26.0,36.9,44.8,37.2*,99.99,999.9,10000
151,11160,99999,20140314,36.6,27.0,999.0,997.0,6.2,12.1,25.3,999.9,39.2*,33.1*,99.99,999.9,11000
152,11160,99999,20140315,30.8,23.7,991.5,989.5,5.3,9.5,15.9,24.1,35.6,22.3*,99.99,999.9,1000
153,11160,99999,20140316,27.6,14.5,991.1,989.0,6.2,9.1,15.5,28.0,32.0,21.9,99.99,999.9,1000
154,11160,99999,20140317,27.4,14.2,987.5,985.5,6.2,8.9,17.5,33.0,32.0,23.0*,0.00I,999.9,0
155,11160,99999,20140318,25.7,11.0,999.7,997.6,999.9,6.6,11.7,999.9,31.6,21.0,0.00I,999.9,0
156,11160,99999,20140319,25.6,3.4,1002.2,1000.1,999.9,7.5,13.6,22.9,32.0,21.2*,0.00I,999.9,0
157,11160,99999,20140320,29.3,20.5,989.0,986.9,4.0,14.8,44.7,79.6,41.2,20.8,99.99,999.9,11000
158,12820,99999,20140101,40.7,32.1,1003.1,1002.5,999.9,9.6,17.5,999.9,44.6*,36.3,0.00I,999.9,0
159,12820,99999,20140102,40.5,28.3,999.5,998.9,999.9,14.6,19.4,29.9,42.8*,37.4*,0.00I,999.9,0
160,12820,99999,20140103,41.8,30.3,994.6,994.1,6.2,13.5,19.4,28.0,43.0,40.5*,0.00I,999.9,0
161,12820,99999,20140104,42.5,30.8,990.6,990.1,999.9,12.5,19.4,25.1,44.1*,40.6*,0.00I,999.9,0
162,12820,99999,20140105,41.2,31.1,997.8,997.2,999.9,8.5,13.6,999.9,46.4*,36.9,0.00I,999.9,0
163,12820,99999,20140106,42.0,27.6,994.0,993.5,999.9,15.1,24.1,42.0,45.5*,39.2*,0.00I,999.9,0
164,12820,99999,20140107,40.1,31.0,988.9,988.3,999.9,7.5,12.0,999.9,42.8*,37.4,0.00I,999.9,0
165,12820,99999,20140108,36.3,32.6,992.9,992.3,6.2,3.3,5.8,999.9,41.7*,28.6*,0.00I,999.9,0
166,12820,99999,20140109,32.6,30.6,997.2,996.6,6.2,4.2,11.7,999.9,35.6*,27.0,99.99,999.9,10000
167,12820,99999,20140110,21.9,11.1,1001.4,1000.8,6.2,12.9,15.5,999.9,27.5*,19.0*,99.99,999.9,1000
168,12820,99999,20140111,18.6,6.3,1007.3,1006.7,999.9,15.2,17.5,22.0,19.8*,17.6*,0.00I,999.9,0
169,12820,99999,20140112,14.1,4.6,1016.7,1016.1,999.9,6.9,17.5,999.9,18.5*,6.8*,0.00I,999.9,0
170,12820,99999,20140113,17.5,4.7,1017.7,1017.1,999.9,11.6,21.4,32.1,19.6,8.2,0.00I,999.9,0
171,12820,99999,20140114,22.3,10.1,1014.3,1013.7,999.9,15.8,18.1,999.9,23.7,18.5,0.00I,999.9,0
172,12820,99999,20140115,21.8,9.8,1016.0,1015.4,999.9,15.8,23.3,35.9,23.5*,19.4*,0.00I,999.9,0
173,12820,99999,20140116,24.3,10.8,1015.1,1014.5,999.9,21.2,27.2,41.0,25.5*,22.6,0.00I,999.9,0
174,12820,99999,20140117,21.9,9.3,1015.4,1014.8,999.9,22.3,28.9,42.0,23.7*,20.7*,0.00I,999.9,0
175,12820,99999,20140118,23.4,10.1,1019.4,1018.8,999.9,19.4,25.3,35.0,24.4*,21.0,0.00I,999.9,0
176,12820,99999,20140119,25.9,10.0,1021.9,1021.4,999.9,16.7,19.4,29.9,27.5*,22.6,0.00I,999.9,0
177,12820,99999,20140120,25.5,9.0,1021.3,1020.7,999.9,14.5,19.0,25.1,27.0*,23.9*,0.00I,999.9,0
178,12820,99999,20140121,25.8,9.0,1020.1,1019.5,999.9,11.8,17.5,999.9,28.4*,23.4,0.00I,999.9,0
179,12820,99999,20140122,27.7,4.6,1019.5,1018.9,999.9,13.7,19.4,28.0,29.8*,25.5,0.00I,999.9,0
180,12820,99999,20140123,30.2,4.7,1016.5,1015.9,999.9,15.2,19.4,25.1,32.0*,27.5,0.00I,999.9,0
181,12820,99999,20140124,29.9,6.2,1017.7,1017.1,999.9,14.1,21.4,999.9,30.9*,28.4*,0.00I,999.9,0
182,12820,99999,20140125,31.3,11.8,1009.7,1009.1,999.9,16.8,21.4,32.1,33.3*,28.4*,0.00I,999.9,0
183,12820,99999,20140126,30.3,10.0,1010.6,1010.0,999.9,13.7,22.0,32.1,33.4*,24.4*,0.00I,999.9,0
184,12820,99999,20140127,26.6,11.7,1011.0,1010.4,6.2,18.9,24.1,38.1,28.6,24.1,0.00I,999.9,0
185,12820,99999,20140128,28.2,15.0,1015.4,1014.8,999.9,18.1,24.1,35.0,32.9*,24.8*,0.00I,999.9,0
186,12820,99999,20140129,31.8,14.6,1023.2,1022.6,999.9,15.8,21.4,28.0,36.1,27.9*,0.00I,999.9,0
187,12820,99999,20140130,27.7,13.9,1023.4,1022.8,999.9,14.9,21.0,27.0,30.4*,24.8*,0.00I,999.9,0
188,12820,99999,20140131,29.7,16.7,1016.5,1015.9,6.2,14.1,19.4,27.0,31.3,27.7*,0.00I,999.9,0
189,12820,99999,20140201,28.6,16.6,1001.8,1001.2,999.9,18.9,24.1,38.1,32.7*,26.4*,0.00I,999.9,0
190,12820,99999,20140202,40.7,25.7,995.5,994.9,999.9,15.2,23.3,27.0,45.1,28.0,0.00I,999.9,0
191,12820,99999,20140203,43.1,30.8,1004.6,1004.0,6.2,10.4,19.4,999.9,45.5,40.8*,99.99,999.9,10000
192,12820,99999,20140204,37.0,25.3,1010.8,1010.3,999.9,7.7,13.6,999.9,41.0*,30.2*,0.00I,999.9,0
193,12820,99999,20140205,34.9,25.8,1003.0,1002.4,999.9,7.6,9.9,999.9,39.2*,30.0*,0.00I,999.9,0
194,12820,99999,20140206,34.7,24.8,995.7,995.1,999.9,11.6,17.1,999.9,38.1,29.8,0.00I,999.9,0
195,12820,99999,20140207,37.1,26.2,988.3,987.7,999.9,12.0,15.9,999.9,39.4*,33.8*,0.00I,999.9,0
196,12820,99999,20140208,38.0,30.4,981.3,980.8,999.9,9.9,13.6,999.9,40.3,35.2*,99.99,999.9,10000
197,12820,99999,20140209,41.1,27.4,979.3,978.7,999.9,12.4,15.9,999.9,44.6*,35.8,0.00I,999.9,0
198,12820,99999,20140210,43.1,29.1,981.5,981.0,999.9,11.2,18.1,31.1,44.6*,39.7,0.00I,999.9,0
199,12820,99999,20140211,38.8,26.8,993.7,993.1,999.9,7.4,9.9,999.9,43.7*,30.2*,0.00I,999.9,0
200,12820,99999,20140212,36.9,25.0,992.9,992.3,6.2,11.9,15.5,999.9,40.3,30.9,0.00I,999.9,0
201,12820,99999,20140213,36.8,23.9,988.1,987.6,999.9,13.2,19.0,31.1,39.2*,34.0,0.00I,999.9,0
202,12820,99999,20140214,40.8,25.8,987.0,986.5,999.9,11.1,15.5,999.9,44.6*,37.6,0.00I,999.9,0
203,12820,99999,20140215,40.1,26.6,985.5,985.0,999.9,16.2,25.3,27.0,42.8*,37.4*,0.00I,999.9,0
204,12820,99999,20140216,39.8,32.7,976.8,976.2,6.2,10.0,17.5,999.9,42.4,38.7,99.99,999.9,10000
205,12820,99999,20140217,38.4,35.4,988.5,987.9,6.2,9.4,17.1,26.0,41.0*,36.9*,99.99,999.9,10000
206,12820,99999,20140218,35.9,32.7,1003.5,1003.0,5.9,5.8,13.6,21.0,39.7,30.4*,99.99,999.9,10000
207,12820,99999,20140219,29.8,25.2,1008.8,1008.2,999.9,3.9,8.0,999.9,35.6*,24.8*,0.00I,999.9,0
208,12820,99999,20140220,31.0,22.4,1006.2,1005.6,999.9,10.0,19.4,31.1,35.6*,25.0,0.00I,999.9,0
